text,label,prediction
"giảng viên nhiệt tình , vui vẻ , phương pháp truyền đạt kiến thức rất hiệu quả .",0,lecturer
"tận tâm , giảng dễ hiểu .",0,lecturer
mong thầy giảng dạy ở những môn tiếp theo .,0,curriculum
nên cho sinh viên những đề thi thử môn tiếng anh sao cho gần tương tự trong đề thi thật để kết quả học tập nâng cao .,0,curriculum
"mong thầy có thể "" chấp nhận "" những sinh viên trung bình , yếu .",0,lecturer
"thầy dạy tốt , giọng nói to rõ .",0,lecturer
hậu quả họ phải chép lẫn nhau .,0,lecturer
"nhiệt tình , dạy hay .",0,lecturer
môn học cần thiết và thiết thực với ngành học .,1,curriculum
phần thực hành này học 3 buổi .,1,curriculum
thầy nói tiếng anh có đôi chút khó hiểu .,0,lecturer
thầy cần tương tác với sinh viên và hướng dẫn chi tiết hơn trong những ví dụ .,0,lecturer
cập nhật nguồn tài liệu cho sinh viên .,1,curriculum
các thông tin không được tải lên moodle .,1,curriculum
omg .,3,others
cô nhiệt tình trong giảng dạy .,0,lecturer
"thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập .",0,lecturer
giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ .,0,lecturer
mới chỉ là giới thiệu phương pháp cho không dạy cách sử dụng phương pháp .,0,lecturer
"có kinh nghiệm , vui vẻ nhiệt tình .",0,lecturer
"có mở rộng nội dung giới thiệu về một số nền tẳng mới như doubledot blackbery , tizen nền tảng đa ứng dụng doubledot phonegap , titanium , zun .",1,curriculum
các bài tập hay .,1,curriculum
"giảng viên đến lớp đúng giờ , tận tâm .",0,lecturer
cô đi dạy đúng giờ .,0,lecturer
giới thiệu mục tiêu của môn học nên cụ thể hơn và cách áp dụng môn học vào thực tiễn sau khi ra trường .,1,curriculum
tạo sự vui vẻ trong mỗi tiết học .,0,curriculum
thầy dạy rất hay và rất nhiệt tâm .,0,lecturer
thầy hay tạo niềm vui hứng thú cho lớp .,0,lecturer
"môn học này là không cần thiết đối với sinh viên , nó không cung cấp được điều gì rõ ràng và bổ ích .",1,curriculum
thầy rất nhiệt tình và đến lớp đúng giờ .,0,lecturer
"cho sinh viên nói với bạn , giao tiếp tất cả trong lớp bằng tiếng anh .",1,curriculum
"em mong những lần sau thầy hãy gom lại những phần xử lý giống nhau vào một câu thôi , sinh viên làm được phần này đương nhiên sẽ làm được phần kia .",0,curriculum
nên có nhiều tiết giải bài tập hơn .,1,lecturer
hồ trợ tốt cho sinh viên tự tìm hiểu .,0,lecturer
lớp học ồn .,3,curriculum
thầy cho chép lý thuyết chung chung quá !,0,curriculum
"thầy truyền đạt rất tốt , rất lôi cuốn và thuyết phục .",0,lecturer
"cô dạy tận tâm , nhưng cách dạy nặng về ngữ pháp nên nhàm chán .",0,lecturer
"cô giáo tận tâm , dễ gần .",0,lecturer
thầy dạy tương đối dễ hiểu .,0,lecturer
"nhiều bạn trong lớp đã phải mua thêm ram , ổ cứng để đáp ứng nhu cầu .",2,facility
cô dạy vui vẻ dễ hiểu .,0,lecturer
"em nghĩ cần có thêm nhiều tài liệu hướng dẫn giải bài tập , học môn này hơn để sinh viên có thể tự học .",1,curriculum
giảng viên có khả năng truyền đạt tốt dễ hiểu .,0,lecturer
"dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên .",0,lecturer
lúc đầu có thống nhất không làm đồ án nhưng cuối cùng lại bắt sinh viên làm đồ án làm sinh viên bất ngờ !,0,curriculum
nên có thêm nhiều kỳ thi để đánh giá kết quả học tập của sinh viên .,1,curriculum
giảng viên hay đi công tác .,0,lecturer
cách truyền đạt bài giảng .,0,lecturer
slide giảng dạy và slide trên moodle chưa thật sự đồng bộ với nhau .,1,curriculum
cách giảng của thầy rất hay .,0,lecturer
"cô dạy nhiệt tình , gần gũi và truyền đạt dễ hiểu .",0,lecturer
"phân bố lại chương trình học , cụ thể là thầy fraction cô nên xem xét lại phần sort các loại sort khó nhất đặt cuối cùng , rất khó để học cùng lúc và trễ phần code rất khó để hiểu nên nên được học sớm .",1,curriculum
"thời gian lên lớp đảm bảo , bám sát yêu cầu của bài học .",1,curriculum
thầy tận tâm nhiệt tình .,0,lecturer
"phần thực hành môn hệ điều hành linux cần máy tính cấu hình mạnh để chạy 4 máy ảo cùng lúc , do yêu cầu của môn học thực hành .",2,facility
nhiều seminar .,1,curriculum
"hình dung chưa, câu mà thầy hay hỏi nhất .",0,others
"dạy dễ hiểu , dễ nắm bắt kiến thức .",0,lecturer
thầy chuyên nghiệp trong cách giảng dạy và rất nhiệt tâm .,0,lecturer
"giáo viên lên lớp nhưng không giúp sinh viên hiểu bài và chỉ làm việc riêng của mình , mặc lớp thực hành bên dưới .",0,lecturer
thầy nên nói chậm lại và phát âm chuẩn hơn .,0,lecturer
"nhiệt tình , liên hệ những vấn đề có liên quan rất tốt , bài tập hay .",0,lecturer
"môn học cần "" mở "" hơn !",1,curriculum
"thầy thường cho bài tập củng cố kiến thức , bài tập phong phú , bao quát kiến thức lý thuyết đã học .",0,lecturer
"thầy lý thuyết thì nói thầy thực hành phụ trách , thầy thực hành thì đổ lỗi cho khoa và thầy lý thuyết chưa phối hợp ăn ý .",0,curriculum
nhiệt tình và giúp sinh viên rèn luyện kỹ năng tốt .,0,lecturer
cô rất nhiệt tình với học sinh với từng bài giảng .,0,lecturer
nên hướng dẫn cụ thể và có ví dụ dễ hiểu cho từng nội dung môn học .,0,curriculum
"em thấy trong lúc giảng , thầy ví dụ rất sinh động , dễ hiểu .",0,lecturer
"phòng thiết bị khoa wzjwz49 cần được chuyển sang phòng khác rộng hơn , thay vì là phòng nhỏ tí như cái kho , cần cho nhân viên vệ sinh thường xuyên , bụi đóng dày cả lớp , thiết bị ở phòng thực hành cần thường xuyên xem xét sửa chữa xem có đứt dây , lỏng hay hư hỏng gì không , vệ sinh bụi .",2,facility
thầy chấm điểm gắt .,0,lecturer
giọng thầy hơi khó nghe một xíu .,0,lecturer
"thầy tâm huyết , vui vẻ nhiệt tình giải đáp thắc mắc của sinh viên .",0,lecturer
nội dung không liên quan gì nhiều về chuyên ngành .,1,curriculum
thầy giảng nội dung khó hiểu .,0,curriculum
giảng viên cần phải giảng và hướng dẫn thực hành từng bài học của mỗi buổi học để sinh viên hiểu và thực hành được .,0,lecturer
"thầy giảng rất chán , không giải đáp hết thắc mắc cho sinh viên .",0,lecturer
giao bài tập về nhà để sinh viên hoàn thành và giờ sau lên bảng giải lấy điểm cộng .,0,lecturer
"cô dạy rất nhiệt tình , giảng bài dễ hiểu , luôn giải quyết mọi vấn đề thắc mắc một cách chi tiết , cụ thể .",0,lecturer
làm bài tập dễ hiểu .,0,curriculum
"dạy thiên về lý thuyết nhiều , nên kết hợp cả lý thuyết và bài tập vận dụng trong cùng một buổi học để sinh viên dễ dàng nắm bài .",0,curriculum
"cách dạy của thầy cứ như là đọc chữ trong slide ra , không bao giờ có ví dụ , có demo cụ thể , sinh động .",0,lecturer
"cô rất quan tâm sinh viên , giảng dạy kỹ lưỡng nhiều vấn đề .",0,lecturer
giáo viên hướng dẫn thực hành tận tình khi sinh viên có câu hỏi .,0,lecturer
được trải nghiệm thực tế sẽ giúp cho môn học thêm phần thú vị và sự thú vị đó sẽ tạp động lực cho sinh viên tự tìm hiểu sau này .,1,curriculum
"nộp báo cáo giữa kỳ không có hồi đáp , đến lúc báo cáo cuối kỳ thì lại bảo đề tài các em báo cáo không được phép chọn , mặc dù đề tài có trong danh sách giảng viên up lên moodle .",0,lecturer
phòng wzjwz64 lắp đèn gây khó chịu mắt quá .,2,facility
trang thiết bị phòng học cần được nâng cấp .,2,facility
"tận tâm , dễ hiểu .",0,lecturer
"mong thầy đừng áp đặt sinh viên doubledot "" các kiến thức này các em đã học ở môn tấn công mạng rồi nên thầy không nói sâu về nó nữa "" .",0,lecturer
giao tiếp tốt với sinh viên .,0,lecturer
"em cảm thấy áp lực và không thoải mái trao đổi với thầy , hỏi thầy mà thầy không trả lời .",0,lecturer
"nên trang bị mới loa và micro , vệ sinh phòng học .",2,facility
các bài tập về nhà và bài tập kiểm tra tại lớp giúp tụi em chú tâm vào học tập hơn .,1,curriculum
nên giảng dạy chi tiết hơn .,0,lecturer
slide bài giảng đầy đủ rõ ràng giáo viên đúng giờ .,0,curriculum
mặt còn không biết thì giảng dạy cái gì đây .,0,lecturer
tương tác với sinh viên .,0,lecturer
giữ nguyên hình thức cũ !,3,curriculum
điểm danh vấn đề đi học thông qua việc lên sửa bài tập hơi gắt chút .,1,lecturer
giảng viên đưa ra bài tập cụ thể .,0,curriculum
"giảng viên thường xuyên trao đổi thông tin học tập với sinh viên , đốc thúc , khích lệ tinh thần học tập của sinh viên .",0,lecturer
"phát âm của cô hơi sai , đặc biệt phần chữ th .",0,lecturer
"thầy dễ gần , tận tình .",0,lecturer
có nhiều thời gian hơn để gặp giáo viên và thực hành trên lớp .,1,facility
"giải thích tất cả nội dung mới , nói sơ lược về nội dung cũ .",0,lecturer
"lý thuyết chưa học những phần mà thực hành dạy , học thực hành quá sơ sài .",1,curriculum
em nghĩ việc lớn lao nhất của giáo viên làm đó là truyền cảm hứng và truyền đạt kiến thức cho sinh viên của mình !,0,lecturer
"cô dạy hay , dễ hiểu , thân thiện với lớp .",0,curriculum
không dạy lướt và áp dụng những phần chưa học vào tiết học hiện tại .,0,curriculum
"cô vui tính , dạy hay và dễ hiểu .",0,lecturer
nhiều chỗ hay dạy còn hơi nhanh .,0,lecturer
rất thu hút .,0,others
nên cho thêm bài tập .,1,curriculum
máy chiếu thường có vấn đề ở phòng wzjwz145 .,2,facility
kỹ lưỡng .,3,others
nên nhiều vấn đề thầy giảng còn hơi mông lung khó hiểu .,0,lecturer
"giảng viên siết chặt hơn nữa việc báo cáo tiến độ , tránh tình trạng các nhóm bao che cho nhau .",0,curriculum
giảng viên nên tạo ra không khí vui vẻ để sinh viên có thể thoải mái nói bằng tiếng anh .,0,lecturer
"nội dung thầy dạy còn thiếu ở chỗ lý thuyết , thời gian trên lớp còn chưa được tận dụng ở mức tốt , thời gian rỗi còn nhiều mà trong khi thầy vẫn chưa dạy lại .",0,lecturer
"ở những ngày đầu thầy khá khó khăn trong việc báo cáo , không giảng kỹ và thời gian có bị trì hoãn nên có hơi khó khăn trong việc chuẩn bị bài báo cáo .",0,lecturer
trong quá trình dạy hướng dẫn chi tiết .,0,lecturer
"giảng viên tận tình , không khí giờ học không áp lực .",0,lecturer
"sẵn sàng giảng lại nếu một bạn nào đó không hiểu , nhiều lần cho đến khi bạn hiểu rõ vấn đề .",0,lecturer
"viết bài nhiều , học ngoài giờ nhiều .",0,curriculum
"thầy hướng dẫn rất tận tình , chu đáo , giảng dễ hiểu .",0,lecturer
thầy truyền đạt rất nhiệt tình và dễ hiểu .,0,lecturer
cô nên dạy nội dung thực tiễn của nội dung môn học với cuộc sống hơn .,0,curriculum
cập nhật thông tin môn học trên courses .,1,curriculum
"em không biết là do giảng viên hay do bộ môn phân bổ cách dạy như vậy nhưng em hi vọng chất lượng sẽ ngày được cải thiện , chúng em là sinh viên học để sau này đi làm chứ không phải học để qua môn , và tiếng anh lại rất cần thiết co ngành nghề của chúng em .",1,lecturer
dạy dễ hiểu nhiệt tình .,0,lecturer
"giảng viên nhiệt tình , quan tâm , dạy tốt .",0,lecturer
"môn học đòi hỏi máy tính sinh viên thực hành có cấu hình cao tuy nhiên , có nhiều sinh viên không thể đảm bao điều kiện .",2,facility
nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .,0,curriculum
em nghĩ môn này nên làm đồ án thay cho thi tập trung .,1,curriculum
có nhiều giờ chữa và giải bài tập hơn nữa .,1,facility
"chỉ nên cho làm những bài tập vừa và ngắn , trong quá trình làm bài tập thì giúp đỡ những sinh viên chưa hiểu bài , không bỏ ra ngoài .",0,lecturer
thầy dạy học phần 2 hơi khó chịu .,0,lecturer
không được đánh mạnh .,3,lecturer
vui vẻ với sinh viên .,0,lecturer
giải đáp thắc mắc nhiệt tình ( nếu hỏi trực tiếp ) .,0,lecturer
thầy wzjwz77 dạy rất hay và tận tâm .,0,lecturer
"hơi nghiêm quá , nhưng không vấn đề , rất ok .",0,lecturer
giảng viên gần như không có mặt ở lớp .,0,lecturer
em biết điều này hơi khó nhưng liệu thầy có thể luyện giọng địa phương được không ạ .,0,lecturer
có phần thầy nói hơi nhanh .,1,lecturer
thầy không hay đưa bài tập làm .,0,lecturer
"lên lớp đúng giờ , xử lý về điểm số rất chính xác .",0,lecturer
bài giảng rõ ràng .,1,curriculum
làm đồ án phải báo cáo mỗi 2 tuần .,0,curriculum
các slide và tài liệu thầy cung cấp cụ thể .,0,lecturer
"thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .",0,lecturer
không giao bài tập .,0,lecturer
"giảng viên nhiệt tình , giảng dạy kiến thức thực tiễn .",0,lecturer
được nói cặp .,0,others
"thái độ giảng dạy chưa nhiệt tình , khô khan .",0,lecturer
luyện tập tốt .,1,curriculum
"phòng học cần mát mẻ và ít bụi hơn , các bộ mạch , bộ kit thí nghiệm trong phòng lab khoa wzjwz38 cần được bảo trì , sửa chữa thường xuyên , hầu như là không còn cái nào đảm bao chất lượng cả , có cái thì hỏng một ít có cái thì hỏng hết để đấy .",2,facility
tốt rồi .,3,others
thầy rất nhiệt tình giảng dạy và giải đáp thắc mắc của sinh viên !,0,lecturer
giảng viên có trình độ tốt .,0,lecturer
"thầy vui tính , hòa đồng với sinh viên , giúp sinh viên tự chủ trong học tập .",0,lecturer
cần thống nhất giữa chương trình lý thuyết và thực hành để tránh tình trạng thực hành trước lý thuyết .,1,curriculum
thầy đẹp trai .,0,lecturer
không phải là không hài lòng mà khiếm khuyết nhỏ là giọng nói khi giảng dạy tuy hơi khó nghe .,0,lecturer
thầy nên sử dụng micro để giảng bài .,0,lecturer
"giảng viên hòa đồng , giảng dạy dễ hiểu .",0,lecturer
sau mỗi định lý nên có ví dụ và chữa chi tiết ngay .,0,curriculum
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ , ví dụ bài học sinh động , sâu sắc .",0,lecturer
phần học lý thuyết suông .,1,lecturer
"thầy vui tính , dạy kỹ .",0,lecturer
"nhiệt tình , truyền cảm hứng tò mò nghiên cứu , khích lệ tinh thần học tập .",0,lecturer
phòng máy nên được nâng cấp .,2,facility
dạy dài khó hiểu .,0,lecturer
"về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn chấm theo cảm tính mà không có bất cứ một thang điểm cụ thể nào .",0,lecturer
thầy giảng dạy nhiệt tình dễ hiểu .,0,lecturer
có nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng .,1,lecturer
đưa ra lịch thự hành các môn trước khi đăng ký môn học .,1,curriculum
thầy dạy nhiệt tình nhưng hơi buồn ngủ !,0,lecturer
lớp đông sinh viên mà thầy viết chữ nhỏ quá không thấy gì hết .,0,curriculum
nên tăng thêm thời gian học .,1,curriculum
"thầy dạy hay , rất dễ hiểu , đi dạy đúng giờ , cởi mở với học sinh .",0,lecturer
nói chung là không có vấn đề tiêu cực với phương pháp của cô .,0,others
"giảng viên dạy nhanh các ngữ pháp , nhưng cần phải upload tài liệu lên moodle , vì giảng viên giảng bài quá nhanh nên sinh viên không theo kịp .",0,lecturer
giáo viên không lên lớp .,0,lecturer
vì thời gian trong lớp tập trung hơn .,3,facility
"cô dạy nhiệt tình , dễ hiểu , nguồn kiến thức dồi dào .",0,lecturer
"thầy rất nhiệt tình , giảng dạy những kiến thức rất bổ ích .",0,lecturer
có thầy dạy rất nhiệt tình và dễ hiểu .,0,lecturer
"bám quá nhiều vào giáo trình , cần giảng nhiều hơn các ví dụ như vậy sinh viên mới dễ ứng dụng .",0,lecturer
giảng viên giảng dạy tốt .,0,lecturer
"cung cấp kiến thức bổ ích , dễ tiếp thu .",0,curriculum
trang thiết bị tốt .,2,facility
"bản thân em nghĩ là học lý thuyết quá nhiều , quá cứng , trong khi thực hành kỹ năng lại ít cho nên hiệu quả không nhiều , đa số sinh viên tự tìm tòi .",1,curriculum
còn thiếu bài giảng trên moodle .,3,lecturer
giáo viên tận tình truyền đạt kiến thức .,0,lecturer
giảng viên khuyến khích việc tự học và nghiên cứu ở sinh viên .,0,lecturer
sinh viên dễ cảm thấy chán và ớn .,1,others
cô nói rất nhỏ và rất đều rất dễ buồn ngủ cô hay đứng trên bục nói và không giao tiếp nhiều với sinh viên với cô vẽ sơ đồ mạch rất chi chít rất là rối và khó hiểu .,0,lecturer
"thầy rất nhiệt tình , rất quan tâm sinh viên .",0,lecturer
máy chiếu hơi mờ .,2,facility
luôn luôn nguyên tắc và tương tác tốt đối với sinh viên .,0,lecturer
"lúc ngày đầu tiên vào giới thiệu thì tự thầy nói rằng thầy không yêu cầu cao , học hành rất thoải mái với thầy , nhưng càng về sau cả lớp đều chịu thua với độ khó tính của thầy .",0,lecturer
thầy dạy dễ hiểu và nhiệt tình .,0,lecturer
"slide bài giảng còn khá nhiều chỗ sai sót , chưa thống nhất , rất mong giảng viên chỉnh sửa lại .",0,curriculum
"có nhiều hoạt động thiết thực , cách nói hấp dẫn .",0,lecturer
lớp có 2 giảng viên hướng dẫn là cô wzjwz90 và thầy wzjwz91 .,3,lecturer
chỉ có việc đọc slide và chấm điểm không giải thích gì thêm .,0,curriculum
giáo viên nhiệt tình .,0,lecturer
mong nhà trường phân bố thời lượng môn học rõ ràng và khoa học hơn !,1,curriculum
"dạy nhiệt tình dễ hiểu , đi học chuyên cần đầy đủ là điểm sẽ tốt và đề cô ra vừa sức học của sinh viên .",0,curriculum
thầy rất nhiệt tình giảng dạy và giúp đỡ sinh viên .,0,lecturer
yêu cầu khá cao cho sinh viên về môn học .,1,curriculum
hiếm có giảng viên nào truyền đạt cảm hứng học tập và cả kiến thức bổ ích như thầy .,0,lecturer
"kiến thức thu được là con số 0 , ngao ngán với bài tập cách giảng dạy của giảng viên .",0,lecturer
"giảng viên cần linh hoạt , không cứng nhắc chỉ ngồi đọc slide , cần có cách giảng dạy phù hợp để sinh viên dễ tiếp thu hơn .",0,lecturer
"nhiệt tình , nghiêm khắc .",0,lecturer
"không cho bài tập thêm , toàn sửa lại ví dụ trong slide và sửa khá nhanh , sinh viên khó theo kịp .",0,lecturer
giáo viên chưa chấm đúng điểm .,0,lecturer
"nói thuyết trình , nhưng thực ra các bạn chỉ lên đọc slide thôi , và kết quả , ai ở nhóm nào chỉ hiểu được nội dung của nhóm mình trình bày mà thôi .",1,curriculum
phương pháp truyền đạt của cô hơi quan liêu bao cấp .,0,lecturer
"dạy từng phần , vẽ từng đoạn mạch và lý giải chứ không giải thích chung cả hình chương 4 doubledot datapath .",0,curriculum
"nhiệt tình , sửa một số lỗi phần speak , củng cố phần nghe - viết .",0,curriculum
thầy rất nhiệt tình và tâm huyết .,0,lecturer
"quá nhiều lý thuyết , ít giải bài tập .",0,curriculum
phương pháp giảng dạy không phù hợp với sinh viên .,0,lecturer
"theo em cần phải thêm thời gian học cho môn này , vì 2 tiết tuần không đủ để giảng viên truyền tải tốt nội dung cần thiết của một kỹ sư cần có .",1,curriculum
"giáo viên nhiệt tình , phương pháp giảng bài dễ hiểu .",0,lecturer
"em không học thầy này mà sao lại có khảo sát , em không rõ cho lắm .",3,lecturer
"trong lúc giải bài tập cho đến khi giải xong bài tập , sinh viên không thế hiểu được tại sao ra được kết quả và cũng không biết kết quả nào là chính xác để ghi nhận .",0,curriculum
em quí thầy nhưng em phải nói với thầy một cách hài hước và chân thành rằng là việc điểm danh trên lớp không hiệu quả .,0,lecturer
thầy nghỉ khá nhiều .,0,lecturer
giảng không hiểu lắm .,0,lecturer
thầy hơi nghiêm túc và khó tính khiến sinh viên căng thẳng .,0,lecturer
bài tập cần đa dạng và sát với nội dung lý thuyết hơn .,1,curriculum
thầy giải và hướng dẫn giải bài tập dễ hiểu .,0,lecturer
cô dạy vẫn còn hơi khó hiểu ạ .,0,lecturer
"cô dạy lý thuyết ngắn gọn , bài tập thường xuyên !",0,lecturer
giảng viên bỏ nhiều tiết học .,0,lecturer
"giảng viên dạy hay , giảng kỹ .",0,lecturer
"giảng viên dạy rất nhiệt tình , chỉ bảo tận tình .",0,lecturer
thầy rất đúng giờ !,0,lecturer
dạy đầy đủ .,0,lecturer
thầy dạy hơi nhanh nên mong thầy dạy chậm lại và giảng kỹ hơn .,0,lecturer
bài giảng hấp dẫn .,0,curriculum
giảng viên nên cho nhiều bài tập và hướng dẫn kỹ cho sinh viên làm bài .,0,lecturer
ví dụ của thầy cũng chưa rõ ràng .,0,lecturer
"em rất hài lòng về phương pháp , cách giảng dạy cũng như cách thầy tiếp xúc với sinh viên .",0,lecturer
điều đó làm tăng áp lực cho sinh viên .,3,others
thầy cần tranh luận với sinh viên để sinh viên dễ nắm bắt kiến thức hơn .,0,lecturer
"thầy có dặn nên up lên youtube , nhưng do mạng nhà yếu nên em nén lại up lên mediafire thì bị trừ điểm .",0,lecturer
"giảng dạy nhiệt tình , tận tâm , cách giảng dạy dễ hiểu .",0,lecturer
cần phải thống nhất nội dung học của lớp lý thuyết và thực hành .,1,curriculum
tài liệu của giảng viên đưa ra còn thiếu sót và nội dung tài liệu có nhiều sai sót .,1,lecturer
"có thể biết được cách quản lý dữ liệu , có rất nhiều tài liệu tham khảo được giảng viên cập nhật .",0,lecturer
giảng viên đưa nhiều bài tập với mức độ từ dễ đến khó .,0,lecturer
cần phải có các thiết bị phục vụ cho môn học tốt hơn .,2,facility
dạy rất hay và chi tiết .,0,lecturer
thầy cung cấp nhiều kiến thức bổ ích .,0,lecturer
giáo viên dạy chưa tốt .,0,lecturer
đề cương đầy đủ .,1,curriculum
dạy học nhiệt tình giải nhiều bài tập khó mà bọn em làm không ra .,0,lecturer
làm sao vớt vát được .,3,others
"giảng viên dạy nhiệt tình , đi đúng giờ , dạy dễ tiếp thu .",0,lecturer
"thông báo bài tập rất muộn và nhiều thay vì chia nhỏ và giao bài tập sớm , khiến sinh viên bị quá tải và chịu áp lực trong việc giải quyết bài tập .",0,curriculum
"có kinh nghiệm , khá nhiệt tình .",0,lecturer
nghỉ học không thông báo hoài .,0,lecturer
"dạy tận tình , hướng dẫn sinh viên cụ thể .",0,lecturer
cố chấp .,3,others
thầy còn hay đi muộn .,0,lecturer
"trình độ chuyên môn , sự nhiệt tình trong giảng dạy .",0,lecturer
"em thấy đề thi khó và khác so với những gì đã học , cụ thể là phần đọc đoạn văn .",1,curriculum
giảng viên dạy hết sức nhiệt tình .,0,lecturer
em hầu như không được gặp cô ạ .,0,lecturer
thầy dạy và giảng giải nhiệt tình .,0,lecturer
"cô dạy rất vui và nhiệt tình , giải bài tập rất chi tiết .",0,lecturer
tài liệu cung cấp cho sinh viên trên web của trường còn ít .,1,curriculum
chưa theo sát chương trình .,0,curriculum
truyền đạt nguồn kiến thức phong phú .,0,lecturer
giáo viên giảng bài rất hay và thú vị và truyền tải được nội dung môn học rõ ràng ý nghĩa .,0,lecturer
nhà trường nên cập nhật thêm nhiều thông tin kiến thức mới vào đề cương giảng dạy .,1,curriculum
"cô có kiến thức tốt , truyền đạt dễ hiểu , phát âm chuẩn .",0,lecturer
"giảng viên nhiệt tình , giảng dạy hay , dễ hiểu .",0,lecturer
cứ lo tụi em không hiểu mà dạy đi dạy lại tới khi hiểu rõ vấn đề mới qua phần mới .,0,curriculum
thầy quá khắt khe .,0,lecturer
rất nhiệt tình và chuyên nghiệp .,0,lecturer
sử dụng giờ học trên lớp hiệu quả .,0,lecturer
giải bài tập .,0,lecturer
vì thầy không đến lớp giảng dạy bữa nào cả nên em không biết nhận xét .,0,lecturer
cách dạy của cô thương rất hiệu quả .,0,lecturer
"thầy dạy vui , dễ hiểu , rõ ràng .",0,lecturer
"em được biết đây là kỳ dạy cuối cùng của thầy nên em chúc thầy sức khỏe dồi dào , gia đình hạnh phúc .",0,lecturer
cho sinh viên những bài tập cơ bản để tìm hiểu về bài giảng lý thuyết .,0,lecturer
slide chưa cập nhật với tình hình ngành hiện nay .,1,curriculum
cô rất hay .,0,lecturer
"cô giảng bài cụ thể , áp dụng vào thực tế rõ ràng .",0,lecturer
dạy không hiệu quả khó hiểu .,0,lecturer
"thầy giảng hay , dễ hiểu .",0,lecturer
"thầy nhiệt tình , dễ thương .",0,lecturer
"thầy tận tâm , nhiệt tình , truyền đạt kiến thức rất hiệu quả .",0,lecturer
"giảng viên tận tình giúp đỡ , giảng dạy dễ hiểu , dễ tiếp thu .",0,lecturer
sau mỗi buổi thuyết trình nên chốt lại vấn đề đã học được những gì .,0,curriculum
"thầy giảng khá hay , không buồn ngủ .",0,lecturer
"thầy dạy hay , hài hước , không cô đọng và nhàm chán .",0,lecturer
"nội dung môn học có tính áp đặt người học , không thực tế , nên thay nội dung giảng dạy bằng việc dạy thêm những thứ có liên quan đến ngành sinh viên đang học mảng web thì cần biết php , html , cs , js , hay làm về embeded system thì cần c .",1,curriculum
"thầy rất nhiệt tình trong quá trình giảng dạy , luôn giúp đỡ sinh viên trong lúc làm bài cũng như mắc lỗi .",0,lecturer
mặc dù có kiến thức tốt !,3,curriculum
"xét điểm quá trình và giữa kỳ thì lại không công bằng , chủ cần đứng lên hỏi là có ngay điểm cộng , nhắc nhở cái sai của thầy là có điểm .",0,lecturer
thầy mở rộng giảng dạy thêm nhiều ứng dụng của các kiểu cấu trúc dữ liệu .,0,lecturer
"nghiêm khắc , tận tâm trong việc giảng dạy .",0,lecturer
phương pháp giảng dạy thú vị làm lớp học luôn sôi động .,0,lecturer
thầy có khả năng diễn đạt tốt giúp sinh viên dễ tiếp thu bài .,0,lecturer
cần cập nhật trang thiết bị mô phỏng lại những quá trình được dạy .,2,facility
"cô giảng hay , vui , dễ hiểu .",0,lecturer
giảng đường nên gắn thêm quạt hoặc máy lạnh .,2,facility
"thầy dạy rất dễ hiểu , sát với đề thi .",0,lecturer
"giảng viên cho làm bài tập thích hợp , dễ hiểu .",0,lecturer
"phong cách thầy , rất châu âu .",0,lecturer
"nếu thời gian đó , giảng viên cung cấp thêm tài liệu và hướng dẫn thêm .",0,lecturer
màn hình chiếu của phòng còn mờ .,2,facility
thao tác giáo án điện tử và các phần mềm hỗ trợ nhiều hơn .,3,facility
"hiểu tâm lý học sinh nên mọi người trong lớp đều chú ý giảng bài , bắt được các công nghệ mới và áp dụng các bài tập cho học sinh một cách khoa học .",0,curriculum
"giảng dạy nhiệt tình , đúng giờ .",0,lecturer
"giảng viên dạy chậm , dễ tiếp thu .",0,lecturer
cách dạy dễ hiểu và dễ tiếp thu .,0,lecturer
giảng viên giảng dạy nhiệt tình tận tâm .,0,lecturer
tận tâm nhiệt tình với sinh viên .,0,lecturer
"giáo trình giảng dạy còn cứng nhắc , không linh hoạt với đời sống thực tế , xã hội .",0,curriculum
"giảng dạy tận tâm , giảng kỹ , đi sâu vào bài toán .",0,lecturer
"thầy nói khó hiểu , phát âm khó nghe .",0,lecturer
"em nghĩ những môn chuyên ngành như thế này không nên tổ chức thi cuối kỳ , mà dùng hình thức báo cáo đồ án , để sát thực tiễn và giúp sinh viên vận dụng kỹ năng đã được học .",1,curriculum
thường xuyên trao đổi thông tin về tình trạng công việc hiện tại và giới thiệu các doanh nghiệp phù hợp khả năng của sinh viên .,0,lecturer
"thầy dạy giỏi , quan tâm tới học sinh .",0,lecturer
"cô dạy hay và dễ hiểu , vui tính , em rất hài lòng về môn học do cô wzjwz118 dạy , em xin cảm ơn .",0,lecturer
nhiều ví dụ được đưa ra để phục vụ cho bài học .,1,curriculum
giọng nói hơi khó nghe .,0,lecturer
cơ sở vật chất còn ảnh hưởng đến chất lượng môn học .,2,facility
